date,rating,recipe_id,review,user_id,username
2019-03-31,4,272461,"Added some red chili flakes, bacon bits and spinach to jazz it up a bit, was GOOD!",21479566,Allrecipesfan
2019-05-13,3,272461,"I used Cracker Barrel Sharp White Cheddar cheese and the sauce never came together.I will try a different cheese the next time because the flavor was great, perhaps it just wasn’t a very good ...",2203583,Kelly
2019-05-08,5,271049,"These. Are. PHENOMENAL! I’ve made them twice now. This second time, I made a triple batch to bring to an event. I used the croissant method of locking in a slab of butter rather than grating, be...",1791490,Doughgirl8
2019-03-31,5,271049,The recipe is simple to follow but definitely time consuming since there is a lot of downtime while you waitFor the dough to chill. I’m always willing to try a recipe once before I decide if it ...,1652511,Vicky Chau
2019-03-24,5,271049,Easy to make but very time consuming. I watched his youtube channel on how to make them exactly and I can tell you they taste amazing! They didn't turn out as dark but they are crisp on the outs...,25343197,Christopher A Holliday
2019-03-23,5,271049,"Just perfect. This is a time-consuming recipe, so it's best to make these pastries on a day that you don't have to be anywhere. When beginning, I put two sticks of butter into the freezer to mak...",20294779,Meredith DeLorenzo
2019-04-03,5,270954,"This was very flavorful, I really liked it! I copied the seasoning exactly but used a chuck roast I cut into similar rectangular chunks. After prepping, I cooked it in a crockpot. I definitely l...",23331027,Nichole
2019-03-11,5,270954,Great recipe! I love the flavor without all the MSG. I used bone in and it still turned out great!,12958665,jen
2019-04-09,5,270954,"I don't eat red meat, so I made it with chicken breast and only cooked it for about 30 minutes in the oven and served it over rice. It was fantastic, I'll definitely make it again. The only chan...",20344262,Michael Antonino
2019-03-09,5,270954,"For my money, this is the only way to do boneless beef ribs. Since boneless beef ribs are not really ribs at all but from the shoulder area, they need to be done really low and slow.Wonderful ...",5094301,Pat Nugent
2019-05-19,5,270954,"another great recipe from chef john.i tweaked two things - i added more mushrooms & used beef stock instead of chicken broth, everything else was per the recipe and it was delicious.i donâ€™t ...",17715720,Ronbee
2019-04-02,5,270954,"This was really good.I used ground round instead, its what I had. Fantastic!!",1925855,Monika
2018-05-27,5,264320,"My husband loves foodwishes.com and begged me to make this! It was easy, although I used the help of my kitchen aid to whip the cream... otherwise my arm would have fallen off. Light dessert, yu...",7047928,nwhite949
2018-05-16,5,264320,"Delicious, refreshing, easy & no cooking involved!Made ahead, keep in freezer & pull out as we want.Next time, I may reduce the amount of lemon zest or juice as it seemed to overshadow rathe...",4414987,wheezer
2012-06-20,3,223042,"I use a little more flavorful breading, 1cup of panko, 1cup of seasoned bread crumbs, and a cup of parmesan cheese with 2 tablespoons of finely chopped fresh parsley, a teaspoon of fresh chopped...",4799719,janice tofuri
2013-10-06,3,223042,3 stars because this was good with my common sense modifications. I do not know how any one of you got a good result as written. #1 - 4 c. of breadcrumbs?! Whoa! Not right. I used 1 c. plus 1/2c...,3848034,RebeccaD
2012-07-21,5,223042,Great recipe!Juicy and flavorful exactly as written.,1889956,Grandma G
2012-08-03,5,223042,"This recipe was really easy to follow & turned out great!My 1st try at chicken parmesan, total success :-)",9083633,sillymewinkle
2012-08-06,5,223042,"Have to admit if it's not easy and/or tasty I won't put the effort in. The WHOLE famiily loved this, and every recipe gets easier each time its' made, right?
I only used 1/2 the Panko. I didn't ...",9622812,GoldenCook
2013-09-03,4,223042,"Some time ago, I learned a useful trick: instead of steps 3-6 above, after the chicken breasts have been pounded and seasoned as in step 2, lightly brush both sides with heavy 33-35%MF whipping ...",719729,Alpha
2012-09-22,5,223042,"All I can say is Wow! I have made chicken parmesan using the most popular recipe from this site, but this recipe blew the other out of the park! This is a no brainer. My goal in writing this rev...",2120360,Isbell
2012-10-31,5,223042,"Incredible dish! Great for dinner guests.For those folks cooking in high altitude, 15 or 20 minutes is not quite enough to cook the chicken breasts.You might want to cook them a little longe...",9660272,SouthwestHiAltCook
2012-08-05,5,223042,I made this exactly as directed and it was GREAT! So easy and fast - fabulous use of bnls/sknls chicken breast. It came out moist & tender with the crunchy top - perfect. Served it on angel hair...,9419394,scootersandi
2014-02-11,5,223042,This Chicken Parmesan was so good that I ate the leftovers for breakfast the next day. I'm writing this review and giving my rating provided that I followed the directions of the recipe exactly ...,5937959,Melissa
2012-08-01,5,223042,Absolutely perfect!I used spaghetti sauce instead of tomato sauce and my very picky fiancee loved it! The crispy chicken was great!,3109065,Kalen
2014-03-22,5,223042,Wow! The best part is that it doesn't have any ingredients only found in one store in a hidden back ally in an unknown town 40 miles outside of Paris.,8882807,Tom O
2012-08-16,5,223042,This was great.My teenage grandson keeps asking me to make it again and again and he is so fussy about food I can't believe it.My other grandson made it first and served my daughter and I an...,2211185,MaryD
2012-09-23,5,223042,This is very easy to make!It is very delicious and turns out just as it should,7669479,loves2bake
2013-09-22,5,223042,I made this tonight gluten free and it turned out amazing.Even my husband that is not a fan of gluten free food thought this was delicious.To make panko crumbs I used rice chex cereal and cr...,12072529,Holly Wheelan
2012-09-14,4,223042,"Nice recipe! Was very much enjoyed at my house.I took some advice from other reviewers though, and spiced up the breading process a bit.
Simply add a half teaspoon of salt, paprika, and pepp...",1018455,FASTJOHNNYV
2013-03-20,1,223042,"I made this exactly like the recipe called for, except that I used a spaghetti sauce. The chicken had no flavor, at all, and lost what seemed like a nice crust after being soaked is sauce. If I ...",5962892,Justcooking
2012-08-22,5,223042,I made this for dinner tonight for a bunch of teenagers. They LOVED it! i didn't have enough panko so I topped the panko off with bread crumbs. I had to use an extra egg. I added about 1 T garli...,8138430,4Family
2013-09-24,4,223042,"Flavorwise this was good, but next time I make it I will totally ommit the tomato sauce, and just add it when plating. That way the chicken will stay crispy but still get all the flavors.",2538792,Sanni
2013-06-12,5,223042,"Came out perfect....I marinated the chicken cutlets with a freshly chopped basil, oregano, parsley, virgin olive oil (very little) paste and followed directions from there.Chicken was moist ...",5722599,donnayearwood
2013-09-22,5,223042,"This recipe is fantastic! Although there are a few steps to take in terms of breading and then sautéing the chicken breasts, it was not difficult.I had about one more chicken breast than calle...",10713761,maggieroze
2013-01-14,5,223042,This was quick and easy and was delish! My family loved it and said they want me to make it again. I didn't change a thing and it turned out perfect. It's a definite keeper! Thank you!,3198872,TammyB
2012-08-02,5,223042,Wonderful taste and chicken was very moist.I added some garlic powder to the chicken before coating with crumbs and as another reviewer recommended I use Panko and seasoned bread crumbs.My h...,6262813,kathy
2012-06-14,5,223042,"Really enjoyed watching the video and the chicken was juicy, tender and so delicious.",4306379,"Karen ~~.,.~~"
2013-09-01,5,223042,"This recipe stands on its own, just the way it is.That said, I recommend using only 2 cups of panko.Why use $2 worth of crumbs when $1 worth will do?I breaded the chicken twice, following ...",9879683,LazyChef
2013-04-24,5,223042,"Unbelievably delicious!This is a definite 10 star plus recipe. The basil, fresh mozzarella and provolone just puts it over the top. The chicken is perfectly crispy yet tender and juicy.I wil...",2344372,Kori Lavertue
2013-09-19,5,223042,"This was excellent!I used my usual Italian bread crumbs, skipped the provolone (didn't have any on hand) and slightly increased the amount of mozzarella.Although I made this for my husband, ...",6317948,MichiganMom
2012-08-28,5,223042,"Awesome says EVERYONE at my house, therefore I deem it a regular!Love it, thank you!",2566863,Stacey Heuschkel
2013-06-11,5,223042,"I definitely know why this recipe has a full 5 star review - it's the best chicken parmesan I've ever had, let alone ever made..!I followed the recipe as called for but did add a few extras. I...",5488642,Jen
2013-06-03,5,223042,"Always wanted to make Chicken Parmesan from scratch. This was my first attempt, I followed the recipe as written and it turned out to be absolutely delicious! I used my favorite spaghetti sauce ...",4913975,Maria Ramirez
2012-07-28,5,223042,Worth the effort and extra dishes it takes to make this meal!Yummy - the whole family gobbled it up.,2184906,Minnesota_Girl
2014-04-07,5,223042,"This was fantastic! Like other reviewers, I mixed 1/2 panko with 1/2 italian seasoned bread crumbs. I also seasoned my flour with pepper and garlic salt. I didn't measure my oil and I also added...",567794,JodyVTPT
2013-09-18,5,223042,"Love this recipe. Restaurant quality. I didn't have fresh basil, so I used dried.",5892670,stang74
2012-10-27,5,223042,"We love Chef John around here and this recipe is no exception. Awesome Thank Chef John,",7641028,David&Andrea
2015-03-15,5,223042,"WOW...now this is Chicken Parmesan! And, while the set of instructions seems long, it really is easy to prepare and the result is nothing less than fabulous! Luckily I had some ""Best Marinara Sa...",2713558,Jillian
2015-03-12,4,223042,"Nicely done chef john! My wife just loved it and she is a little picky. I did the recipe exactly as shown, and didn't read one review out of respect for the man, chef John. I was also a huge fan...",8535982,Tyler J
2015-02-05,5,223042,"Rarely do I rate a recipe, but I just have to on this one!This recipe is EXCELLENT.I made it as written.It irritates me when people rate a recipe based on their changes. It was easy, jui...",1544955,Lorrine Gross
2013-09-21,5,223042,This was the first time I ever attempted to make chicken parmesan so I didn't know what to expect. The meal turned out to be excellent. I've eaten chicken paresan many times but this was the bes...,11554496,hungryhippo
2013-09-13,5,223042,This was a great tasting recipe.My only comment is you don’t need 4 cups ofpanko bread crumbs.I made 6 breast and didn’t even use 2 cups.,2526297,Lucy Teal
2013-09-01,5,223042,"It was superb! I didn't change one single thing and it was a huge hit at a small family gathering! Thanks Chef John - you rock, as always!!",8467227,Sue
2012-08-20,5,223042,I was able to easily modify the recipe to make it gluten free. The result was absolutely delicious. I used Bob's Red Mill general purpose GF flour and Kellogs corn flake crumbs.,8936151,MatthewArnold
2013-09-02,5,223042,Dang - this was excellent!!!I made it on the fly and it was so good - I highly recommend this recipe.I have no additions or deletions - just so good the way it was!Will definitely make it ...,2967838,Lisa
2012-09-21,5,223042,"okay _ i am totally confused...people keep talking about a video, but the video is for a totally different recipe, which I have made and love.This recipe is fried and then baked?? am I cra...",809405,Lori Waumsley-Sharpe
2015-02-06,5,223042,"I have been using this exact recipe for 42 years, and my mother before me. Being from a 100% Italian family this is the only good way to make it. Very good post and excellent recipe.",5308570,Lois
2014-08-20,4,223042,This was very good. 4 cups of panko is way too much.I used one cup panko and 1/2 cup Parmesan cheese.Also 1 cup of olive oil is too much for me so I just put a Tbs or so in the pan and that ...,2965511,benandsophiesmom
2013-09-03,5,223042,"My husband said it is a keeper.
Every time we go out to eat and Chicken Parmasiano is on the menu he gets it. Because I never found a good recipe, until now.
I love the idea given about how to f...",11368467,Lisa
2013-08-26,5,223042,"This was awesome. My wife wanted to make some Chicken Parm, but I as the cook in the family said no, I'll do it. I followed the directions pretty much except I added a little more of each cheese...",3150363,Ed's Kitchen
2013-06-03,5,223042,"Well my husband is Italian and it is hard toput anything in front of him that isn't pretty authentic italian food, but this was a keeper he loved it. I served it with some pasta and a little e...",1485692,Leslie
2013-01-06,4,223042,Easy and delicious. Be sure to pound out the chicken and season the bread crumbs to taste..... Kids loved it too!,6535177,James
2012-09-20,5,223042,"I followed this recipe to a T...and it came out delicious, considering its my first chicken parmesan ever. My family loved it. Thanks Chef John",5342655,tisay
2015-03-12,5,223042,Fantastic!I made it just as the recipe says and it turned out so delicious!,182763,Croton Cher
2015-02-05,5,223042,"We can never go wrong with Chef John's recipes.This is absolutely delicious, John, thanks.I prepared a homemade tomato sauce at 9am because I just knew this recipe would be worth it.If you...",2096772,LouisvilleHugger
2015-02-05,5,223042,"We just finished eating this, and wow it was great. It takes a little work but it sure is worth it! My husband actually ate two helpings. I have made other Chef Johns recipes and haven't had a b...",12111342,Lmiller2009
2015-02-05,5,223042,"This recipe is fantastic.I felt like I was an Italian Chef...and should open a restaurant.I followed it exactly.And yes, I did use a cup of olive oil.The pan has to have enough oil becau...",15096598,Suzanne Neblett
2015-02-05,5,223042,"I have made this. All you need are cutlets so there is no need for pounding. That is how the chicken gets thin to Cutlet stage anyway.
It is good with pasta. Great dish.",14985008,Doris Shea
2015-02-01,5,223042,"DREAM COME TRUE !!!
I always wanted to make Chicken Parmesan. I thought it would be too difficult.IT IS NOT !!
Recipe asks for 4 cups of Panko bread crumbs. I bought Progresso Brand Panko brea...",13926472,Gayle
2015-01-22,5,223042,Chef John is the bomb! This recipe rocks! I did not change a thing and followed the all directions. My picky 8 year old cleaned his plate.,5380448,LT2010
2015-01-11,5,223042,"Very delicious parm chicken. Had to use what was on hand, Italian panko, spaghetti sauce, and Italian seasoning instead of basil. Turned out nice and crispy with flavorful, moist chicken. Don't ...",8683070,Jen B
2015-01-04,4,223042,"I needed to make some changes, then it was DELICIOUS!
Here are just some suggestions that you may want to follow...1. I used 1 cup of bread crumbs and still had some left over (four cups is fa...",15080806,J Clarke
2014-11-22,1,223042,I did not care for this recipe.Took 1 hour 20 mins.t0 make and the top came out too brown from the oven from the oil on it. It smoked up the oven and kitchen. I used expensive organic chicken an...,10061843,DRae53
2014-11-08,5,223042,"My family loved this!! I had to use shredded mozzarella and dried basil, and it still turned out beautifully. Also, I only had seasoned bread crumbs, however I just bought a box from the store a...",13928610,Sarah Campbell
2014-10-13,4,223042,"I can't argue with the recipe results.The dish was amazingly delicious.However, there are a couple of things that don't add up with the recipe.
#1) It calls for 4 cups of bread crumbs.This...",14445831,Seth Allen
2013-10-16,4,223042,Made this for dinner last night. It was awesome! Thanks for sharing,1469430,Sweet Tooth
2013-09-24,5,223042,Great recipe. Made this last night for myself and the family. My husband cleaned his plate! Will definitely be making this again!!,4965554,Shan2133
2013-09-23,5,223042,So easy! Made it for a dinner party and everyone loved it. I had to send everyone home with a printed copy of the recipe :),10061182,emurphy
2013-09-17,5,223042,delicious...the chicken does not get mushy.,1873982,karen1960
2013-09-06,5,223042,"I have made this twice, and it comes out perfect! I've had to use more egg.. maybe it's because my chicken breasts are so large I have to butterfly them. This is my favorite chicken parm by far!",375720,MISSMOON
2013-09-01,3,223042,I've never seen Chicken Parmesan made with a tomato sauce or all that extra melty cheese.The version I've made for 40 years is really just chicken coated with a parmesan bread crumb mixture an...,3327804,Stephen
2013-08-19,5,223042,"The first time I made this, my husband LOVED IT!!! Better than at the restaurant! Thank you so much for sharing this recipe!",11291945,Dianne Dolenar
2013-08-14,5,223042,Made this recipe Sunday night...talk about delicious! !!! This was my first time making.This recipe is the best way to make it delicious and succulent. My family love it. Will make again.,10559189,Jeannelle A. Collins
2013-07-11,5,223042,Amazing!I have made this several times now and it is soooooooo good!I have even made egg plant Parmesan with the same recipe....minus the chicken of course!,2173724,amisner
2013-01-29,5,223042,"Restaurant quality!Best chicken parmesan I've ever had, and really easy.I always worry about my chicken being dry and tough or not cooked all the way but they came out juicy and delicious....",9086004,Kim
2018-03-03,5,223042,Fantastic.I didnâ€™t have provolone so I just used mozzarella and parmesan and it was delish. I served this with pasta and it was a hit.,20917175,Tabetha Levy
2018-03-02,5,223042,"No changes to this recipe, besides what's in a review if I'm just going to change it?. Family loved it!",22967970,Lisa
2018-03-02,5,223042,"Delicious, I baked and broiled instead of the frying pan. & I used regular sliced provolone & shredded mozzarella because I don't have fancy cheese around and it was AMAZING.",17499068,Nellie Mendoza
2018-02-19,5,223042,"I made this recipe exactly as written, minus the provolone cheese (I didn’t have any). I used a cast iron skillet, which allowed me to transfer the chicken directly from the stove to the oven. D...",15460677,Krystal Parker
2017-10-24,5,223042,Excellent!,20399164,Cassie Caliendo
2017-10-22,5,223042,"Every time I make this, I’m told “this is the best chicken parm I’ve ever had!!”I love it, it’s just too good!",10631922,krusty0116
2017-10-19,5,223042,Followed recipe implicitly...loved it.,17450096,Chip
2017-10-19,5,223042,Followed the recipe exactly...delicious. Is definitely a keeper!,13434576,LaDolceVita
2016-08-09,5,223042,Best parm recipe yet. Although made my own tomato sauce.,6913434,Fatboy
2016-04-25,5,223042,It's one of our favorites. There are a LOT of breadcrumbs left after you bread the chicken however. I hate wasting food so once the chicken was transferred to the baking dish I threw the leftove...,17951462,ash
2015-06-18,5,223042,"Awesome recipe! I used panko in with the bread crumbs, tastes even better!",15860332,soochefspencer
2015-03-31,5,223042,"Added garlic powder, onion salt and parsley to the eggs",13316711,DeeDee
2015-03-21,5,223042,"Let me tell you something ... this is by far the BEST recipe I have ever tried!!I added a twist though, using Alfredo sauce instead of the traditional red sauce.OMG!My wife went ballistic ...",6772888,MrJoeBruno
2015-03-04,5,223042,"Delicious and easy to throw together!Loved how the breaded chicken turned out still crispy.Used thin cut chicken breasts, Bertolli spaghetti sauce and pre-shreaded Italian mix cheese to make...",15389236,keli
2015-02-18,5,223042,Yum!! First time making this was a success. My family was shocked and thought I turned into a chef! Great recipe and easy to follow. Will definitely make again.,15145248,Krissy
2015-02-18,5,223042,"AaaaMAYZing!!! lol!! I didn't have any panco bread crumbs so I used regular Italian bread crumbs. I also didn't use that much oil either, just enough to cover the bottom of my pan.Chicken came...",9381178,Meagan Ralston
2015-02-11,5,223042,Great recipe. The only thing I would do differently is the bread crumbs. You definitely do not need 4 cups. 2 cups would be plenty.,14404356,Marquel Bowler
2015-02-06,5,223042,"This is incredible!I cut the breasts in half instead of pounding them, which does not change the recipe.That, in itself, needs no changes.EXCELLENT.",7267020,liz
2015-02-05,4,223042,It was very good even though I didn't have the provolone cheese. Next time I make I will get the provolone.The 4 cups Panko was way too much. Don't know why the recipe calls for sooooo much & ...,9703326,Donna98239
2015-02-05,5,223042,Made this tonight and it was fantastic!!!!!I had seconds and considered thirds.I will make this again when I have company over and it will knock their socks off like it did mine.,10404018,birbs
2015-02-05,5,223042,So easy to prepare & remember to use good ingredients.,14950834,Terry
2015-02-04,5,223042,"I had chicken thighs, omitted the pounding, and used seasoned Panko crumbs. I mixed the eggs in one bowl, flour in another, and lastly the cheesed seasoned Panko. Then straight into the crockpot...",6591710,Victoria
2015-02-02,5,223042,"Love this recipe!Added some additional spices to the panko and I didn't even need half the amount mentioned for some reason.Chicken was crunchy yet tender, yummy!Will make again without th...",12034506,Christine
2015-02-02,5,223042,Made chicken Parmesan for the first time tonight and this was amazing! My whole family loved it and I'll be making again soon. Thank you!,3082054,Corrine Taylor
2015-01-28,5,223042,Company loved it. Moist and delicious. I didn't need as many bread crumbs as called for but I did need an extra egg. I also put 2 tsp of Italian seasoning in the crumbs. Will absolutely make thi...,14781310,LJS
2015-01-27,5,223042,"excellent, my picky family loved it. Didn't chhange anything",11798198,Dorothy Conner
2015-01-25,3,223042,"For starters, I found this recipe to be incorrect.You only need 2 cups of Panko (otherwise, you are wasting 2 cups), and a half cup (at most, 1/3 may be closer to what is necessary) of olive o...",15237709,MHL
2015-01-24,5,223042,"I never cared for chicken parmesan at restaurants, but I thought this recipe sounded good so I gave it a try & I'm glad I did! I used less than 1/3 C. of pasta sauce on each breast because I don...",1156757,Cheryl Oberg
2015-01-10,5,223042,"I commented on this recipe a year ago with some modifications we made to it, but I neglected to say how absolutely amazing this recipe is. Perfect every time. I like my chicken smothered in sauc...",901376,RookieCook
2015-01-07,5,223042,"Delicious and easy!I didn't have provolone on hand or panko bread crumbs, so I just used my Italian seasoned bread crumbs with Parmesan mixed in and shredded mozzarella with some grated Parmes...",12645228,Karlacook
2014-11-14,5,223042,"My partner and I loved this recipe!It should, however, be called 3 Cheese Chicken.Delicious!I think that next time (and there will be a next time) I will add a bit of garlic!",7390735,Jeff Slayton
2014-11-14,3,223042,A bit on the bland side with the plain tomato sauce. Some Italian herbs & garlic in the tomato sauce would help enormously. It's easier for me to just dredge the chicken in flour instead of spri...,5209906,Judy A
2014-10-16,5,223042,A little bit of work but the results are well worth it!I prepared gluten free and it was delicious.Did not need nearly the amount of bread crumbs specified (1-2 cups needed),9042694,Kris
2014-10-09,5,223042,"Very tasty as written, used gluten free ingredients and it still tasted great",5038410,RDB
2014-08-01,5,223042,"Perfectly delicious!!!So moist and easy to make.Didn't even use three cups of bread crumbs, (a lot was thrown away when done).I used dry basil because it was on hand, spaghetti sauce, and ...",11999246,Mary Speer Callan
2014-06-27,4,223042,Took a while to make but was worth it in the end! The only reason I didn't give this five stars was because it was lacking the bold flavor I thought it would have.,13670390,PennStateGirl
2014-05-19,5,223042,Finally! A great Chicken Parmesan recipe that is easy and tastes like it does in restaurants! My only tweak is I add Italian seasoning and garlic salt to the chicken before coating it in flour. ...,12790020,jmbarrow
2014-02-18,5,223042,Delish! I HIGHLY recommend watching Chef John's video that goes along with this recipe. I don't think mine would have come out as well if I hadn't. There are some extra tips there and it's nice ...,4930857,zenadarling
2013-10-01,5,223042,Made this last...followed directions exactly.Was beyond wonderful.Hubby licked the plate.Served with salad & fresh brocilli & a Chardonnay wine.Will definitely make again...YUM!!!!Than...,1344711,AGGIEMA
2013-09-30,5,223042,"After reading the reviews I tried this recipe, using a few suggestions. I split my chicken breasts in half and pounded them to flatten. I brushed them with whipping cream instead of egg. For the...",625228,ROSALIE P
2013-09-26,5,223042,"This is an awesome recipe! The breading to this chicken turned out PERFECT!! I'm actually, going to use this breading technique on all of my fried/baked chickens, from now on!",8547781,Kara E.
2013-09-15,5,223042,"I tried this recipe for dinner last night. The only change I made was I used dried basil because I didn't have fresh basil. My family absolutely loved it! Sometimes, my kids can be very picky ea...",1760672,Nicole
2013-09-08,3,223042,"I'm not sure how others did this.Some of my croutons got soggy, and the others... well it just wasn't that tasty.",730345,SteelersFan
